region_count,nuclei_count,weak_count,medium_count,strong_count,positive_nuclei_count,tissue_pixels,positive_pixels,positive_area_pct,positive_nuclei_pct,weak_1plus_pct,medium_2plus_pct,strong_3plus_pct,pred_intensity_score,pred_percent_score,pred_final_score,pred_expression,relative_dir,file,source_image,image_path
69,65,45,18,6,64,59258,13016,21.96,98.46,65.22,26.09,8.7,2,3,6,high,1,DNMT3A_1939_block2.jpg_x512_y2048.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x512_y2048.jpg
17,19,13,1,3,19,15547,3062,19.7,100.0,76.47,5.88,17.65,3,3,9,high,1,DNMT3A_1939_block2.jpg_x512_y2304.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x512_y2304.jpg
29,43,14,9,6,41,39276,6293,16.02,95.35,48.28,31.03,20.69,3,3,9,high,1,DNMT3A_1939_block2.jpg_x512_y512.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x512_y512.jpg
57,62,46,6,5,58,62230,15911,25.57,93.55,80.7,10.53,8.77,2,3,6,high,1,DNMT3A_1939_block2.jpg_x512_y768.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x512_y768.jpg
48,49,36,7,5,48,58144,12515,21.52,97.96,75.0,14.58,10.42,2,3,6,high,1,DNMT3A_1939_block2.jpg_x768_y1024.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y1024.jpg
40,46,22,12,6,43,58658,13001,22.16,93.48,55.0,30.0,15.0,3,3,9,high,1,DNMT3A_1939_block2.jpg_x768_y1280.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y1280.jpg
52,54,42,7,3,54,60565,15365,25.37,100.0,80.77,13.46,5.77,2,3,6,high,1,DNMT3A_1939_block2.jpg_x768_y1536.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y1536.jpg
55,62,45,6,4,60,60376,11498,19.04,96.77,81.82,10.91,7.27,2,3,6,high,1,DNMT3A_1939_block2.jpg_x768_y1792.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y1792.jpg
87,80,59,21,7,77,62258,14679,23.58,96.25,67.82,24.14,8.05,2,3,6,high,1,DNMT3A_1939_block2.jpg_x768_y2048.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y2048.jpg
62,59,49,7,6,59,58958,12796,21.7,100.0,79.03,11.29,9.68,2,3,6,high,1,DNMT3A_1939_block2.jpg_x768_y2304.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y2304.jpg
22,24,17,5,0,24,18024,4409,24.46,100.0,77.27,22.73,0.0,2,3,6,high,1,DNMT3A_1939_block2.jpg_x768_y256.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y256.jpg
64,67,41,12,11,64,59928,10777,17.98,95.52,64.06,18.75,17.19,3,3,9,high,1,DNMT3A_1939_block2.jpg_x768_y512.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y512.jpg
59,68,35,12,12,68,62175,9846,15.84,100.0,59.32,20.34,20.34,3,3,9,high,1,DNMT3A_1939_block2.jpg_x768_y768.jpg,DNMT3A_1939_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1939_block2.jpg_x768_y768.jpg
12,18,10,1,1,18,48358,10680,22.09,100.0,83.33,8.33,8.33,2,3,6,high,1,DNMT3A_1977_block1.jpg_x1280_y2304.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x1280_y2304.jpg
10,12,4,3,3,12,45342,6139,13.54,100.0,40.0,30.0,30.0,3,3,9,high,1,DNMT3A_1977_block1.jpg_x1280_y2560.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x1280_y2560.jpg
13,19,6,2,5,19,41078,5373,13.08,100.0,46.15,15.38,38.46,3,3,9,high,1,DNMT3A_1977_block1.jpg_x1536_y2304.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x1536_y2304.jpg
12,15,9,0,3,15,29733,3385,11.38,100.0,75.0,0.0,25.0,3,3,9,high,1,DNMT3A_1977_block1.jpg_x512_y2304.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x512_y2304.jpg
8,20,5,2,1,19,22735,4024,17.7,95.0,62.5,25.0,12.5,3,3,9,high,1,DNMT3A_1977_block1.jpg_x512_y512.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x512_y512.jpg
9,10,7,1,1,10,47848,5591,11.68,100.0,77.78,11.11,11.11,2,3,6,high,1,DNMT3A_1977_block1.jpg_x768_y2304.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x768_y2304.jpg
7,10,4,2,1,10,18219,3006,16.5,100.0,57.14,28.57,14.29,3,3,9,high,1,DNMT3A_1977_block1.jpg_x768_y2560.jpg,DNMT3A_1977_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_1977_block1.jpg_x768_y2560.jpg
13,14,10,2,1,14,9357,2038,21.78,100.0,76.92,15.38,7.69,2,3,6,high,1,DNMT3A_2091_block1.jpg_x0_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x0_y1536.jpg
34,33,30,3,1,33,46696,6213,13.31,100.0,88.24,8.82,2.94,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y1024.jpg
32,37,28,3,1,37,50639,11918,23.54,100.0,87.5,9.38,3.12,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y1280.jpg
33,47,30,2,1,47,54169,12217,22.55,100.0,90.91,6.06,3.03,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y1536.jpg
54,53,45,7,2,53,60819,17844,29.34,100.0,83.33,12.96,3.7,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y1792.jpg
51,58,39,9,3,58,61217,17688,28.89,100.0,76.47,17.65,5.88,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y2048.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y2048.jpg
66,65,55,9,2,65,62205,18036,28.99,100.0,83.33,13.64,3.03,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y2304.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y2304.jpg
56,64,46,8,2,64,55031,15913,28.92,100.0,82.14,14.29,3.57,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y256.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y256.jpg
39,43,28,8,3,43,52587,15462,29.4,100.0,71.79,20.51,7.69,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y2560.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y2560.jpg
48,68,36,10,2,68,57131,15369,26.9,100.0,75.0,20.83,4.17,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y512.jpg
41,53,35,6,0,53,51072,8698,17.03,100.0,85.37,14.63,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1024_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1024_y768.jpg
23,24,17,5,1,24,13671,3753,27.45,100.0,73.91,21.74,4.35,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y0.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y0.jpg
56,63,42,12,2,63,58624,13467,22.97,100.0,75.0,21.43,3.57,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y1024.jpg
37,58,30,5,2,58,57652,15034,26.08,100.0,81.08,13.51,5.41,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y1280.jpg
38,48,26,7,5,48,54800,8739,15.95,100.0,68.42,18.42,13.16,3,3,9,high,1,DNMT3A_2091_block1.jpg_x1280_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y1536.jpg
35,39,29,5,1,39,56280,11428,20.31,100.0,82.86,14.29,2.86,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y1792.jpg
30,40,21,7,2,40,56075,15535,27.7,100.0,70.0,23.33,6.67,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y2048.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y2048.jpg
23,34,16,7,0,34,52597,12604,23.96,100.0,69.57,30.43,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y2304.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y2304.jpg
86,78,51,26,9,78,62209,17860,28.71,100.0,59.3,30.23,10.47,3,3,9,high,1,DNMT3A_2091_block1.jpg_x1280_y256.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y256.jpg
34,44,28,4,2,44,54729,13785,25.19,100.0,82.35,11.76,5.88,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y2560.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y2560.jpg
62,71,51,8,3,71,62235,17971,28.88,100.0,82.26,12.9,4.84,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y512.jpg
59,66,46,10,3,66,59988,15195,25.33,100.0,77.97,16.95,5.08,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1280_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1280_y768.jpg
19,19,10,8,1,19,11144,3079,27.63,100.0,52.63,42.11,5.26,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y0.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y0.jpg
84,85,60,19,5,85,62208,18116,29.12,100.0,71.43,22.62,5.95,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y1024.jpg
85,88,68,13,4,88,61574,17948,29.15,100.0,80.0,15.29,4.71,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y1280.jpg
30,39,23,3,4,39,51725,6052,11.7,100.0,76.67,10.0,13.33,3,3,9,high,1,DNMT3A_2091_block1.jpg_x1536_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y1536.jpg
30,30,17,11,2,30,53085,9195,17.32,100.0,56.67,36.67,6.67,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y1792.jpg
29,40,27,1,1,40,47384,8709,18.38,100.0,93.1,3.45,3.45,1,3,3,low,1,DNMT3A_2091_block1.jpg_x1536_y2048.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y2048.jpg
33,41,30,2,1,41,49054,8490,17.31,100.0,90.91,6.06,3.03,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y2304.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y2304.jpg
79,80,62,15,2,80,62240,17997,28.92,100.0,78.48,18.99,2.53,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y256.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y256.jpg
38,42,35,3,0,41,48912,11125,22.74,97.62,92.11,7.89,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y2560.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y2560.jpg
84,76,55,22,7,76,62205,18025,28.98,100.0,65.48,26.19,8.33,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y512.jpg
88,74,66,14,8,74,62081,17955,28.92,100.0,75.0,15.91,9.09,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1536_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1536_y768.jpg
81,71,67,11,3,71,62133,18075,29.09,100.0,82.72,13.58,3.7,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y1024.jpg
70,84,62,6,2,84,60217,14822,24.61,100.0,88.57,8.57,2.86,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y1280.jpg
40,50,30,8,2,50,52376,10735,20.5,100.0,75.0,20.0,5.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y1536.jpg
27,34,23,3,1,34,40319,6591,16.35,100.0,85.19,11.11,3.7,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y2304.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y2304.jpg
67,70,58,9,0,70,57716,16108,27.91,100.0,86.57,13.43,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y256.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y256.jpg
40,53,32,8,0,53,50576,8811,17.42,100.0,80.0,20.0,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y2560.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y2560.jpg
61,70,51,8,2,70,61056,17659,28.92,100.0,83.61,13.11,3.28,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y512.jpg
77,66,56,18,3,66,62140,17863,28.75,100.0,72.73,23.38,3.9,2,3,6,high,1,DNMT3A_2091_block1.jpg_x1792_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x1792_y768.jpg
82,87,60,13,9,87,62222,17950,28.85,100.0,73.17,15.85,10.98,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2048_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y1024.jpg
75,86,64,9,2,86,61346,16763,27.33,100.0,85.33,12.0,2.67,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2048_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y1280.jpg
41,36,30,6,5,36,37318,7905,21.18,100.0,73.17,14.63,12.2,3,3,9,high,1,DNMT3A_2091_block1.jpg_x2048_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y1536.jpg
24,33,19,1,4,32,50195,4789,9.54,96.97,79.17,4.17,16.67,3,3,9,high,1,DNMT3A_2091_block1.jpg_x2048_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y1792.jpg
48,52,39,4,5,52,54179,9042,16.69,100.0,81.25,8.33,10.42,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2048_y2304.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y2304.jpg
36,35,25,8,3,35,33044,9512,28.79,100.0,69.44,22.22,8.33,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2048_y256.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y256.jpg
63,75,50,10,3,75,61099,16789,27.48,100.0,79.37,15.87,4.76,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2048_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y512.jpg
81,86,67,9,5,86,61102,16817,27.52,100.0,82.72,11.11,6.17,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2048_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2048_y768.jpg
79,84,58,19,2,84,60448,16769,27.74,100.0,73.42,24.05,2.53,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2304_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2304_y1024.jpg
62,81,47,13,2,80,60530,16209,26.78,98.77,75.81,20.97,3.23,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2304_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2304_y1280.jpg
35,50,23,8,4,50,58090,8802,15.15,100.0,65.71,22.86,11.43,3,3,9,high,1,DNMT3A_2091_block1.jpg_x2304_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2304_y1536.jpg
47,56,37,6,4,56,55422,9375,16.92,100.0,78.72,12.77,8.51,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2304_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2304_y1792.jpg
54,64,39,11,4,64,39115,9557,24.43,100.0,72.22,20.37,7.41,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2304_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2304_y512.jpg
48,35,40,3,5,35,57337,8219,14.33,100.0,83.33,6.25,10.42,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2304_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2304_y768.jpg
35,31,31,1,3,31,35173,9226,26.23,100.0,88.57,2.86,8.57,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2560_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2560_y1024.jpg
44,44,38,4,2,44,51330,13128,25.58,100.0,86.36,9.09,4.55,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2560_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2560_y1280.jpg
41,42,32,7,2,42,54997,8445,15.36,100.0,78.05,17.07,4.88,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2560_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2560_y1536.jpg
42,40,36,2,4,40,40470,4910,12.13,100.0,85.71,4.76,9.52,2,3,6,high,1,DNMT3A_2091_block1.jpg_x2560_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x2560_y1792.jpg
15,22,14,0,1,22,17903,5190,28.99,100.0,93.33,0.0,6.67,1,3,3,low,1,DNMT3A_2091_block1.jpg_x256_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x256_y1024.jpg
43,53,39,4,0,53,42142,9533,22.62,100.0,90.7,9.3,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x256_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x256_y1280.jpg
47,62,34,11,2,62,59416,15048,25.33,100.0,72.34,23.4,4.26,2,3,6,high,1,DNMT3A_2091_block1.jpg_x256_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x256_y1536.jpg
47,52,33,11,3,52,52872,15311,28.96,100.0,70.21,23.4,6.38,2,3,6,high,1,DNMT3A_2091_block1.jpg_x256_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x256_y1792.jpg
22,29,20,1,1,29,20706,6004,29.0,100.0,90.91,4.55,4.55,1,3,3,low,1,DNMT3A_2091_block1.jpg_x256_y2048.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x256_y2048.jpg
13,13,7,4,2,13,7315,2073,28.34,100.0,53.85,30.77,15.38,3,3,9,high,1,DNMT3A_2091_block1.jpg_x256_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x256_y768.jpg
40,49,37,2,1,49,54084,11358,21.0,100.0,92.5,5.0,2.5,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y1024.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y1024.jpg
48,58,41,6,1,58,59658,15876,26.61,100.0,85.42,12.5,2.08,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y1280.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y1280.jpg
57,56,45,8,4,56,61652,18066,29.3,100.0,78.95,14.04,7.02,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y1536.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y1536.jpg
63,75,43,20,0,75,61347,16829,27.43,100.0,68.25,31.75,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y1792.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y1792.jpg
39,57,29,10,0,57,60223,17394,28.88,100.0,74.36,25.64,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y2048.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y2048.jpg
29,37,19,10,0,37,38122,10540,27.65,100.0,65.52,34.48,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y2304.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y2304.jpg
15,24,11,4,0,24,38220,11246,29.42,100.0,73.33,26.67,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y512.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y512.jpg
17,9,14,3,0,9,11002,3005,27.31,100.0,82.35,17.65,0.0,2,3,6,high,1,DNMT3A_2091_block1.jpg_x512_y768.jpg,DNMT3A_2091_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2091_block1.jpg_x512_y768.jpg
